quantity,card name,color,cmc,scryfall ID,types,card text
1,Lampad of Death's Vigil,"Black",2,90609f70-ae14-4abb-be3a-f3f70437c4a5,"Creature,Enchantment","{1}, Sacrifice a creature: Each opponent loses 1 life and you gain 1 life."
1,Law-Rune Enforcer,"White",1,2f160c0f-d9c9-4fc1-b61c-a2154bc21879,"Creature","{1}, {T}: Tap target creature with mana value 2 or greater."
1,Legion Loyalist,"Red",1,ff93d9e3-3e27-4bd4-955b-076788519694,"Creature","Haste Battalion — Whenever this creature and at least two other creatures attack, creatures you control gain first strike and trample until end of turn and can't be blocked by creature tokens this turn."
1,Legion Vanguard,"Black",2,11ea9ea5-acf1-4980-b7e5-083da455adb0,"Creature","{1}, Sacrifice another creature: This creature explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)"
1,Liliana's Devotee,"Black",3,e5be825b-16ea-49eb-8ffa-79af40ce4f98,"Creature","Zombies you control get +1/+0. At the beginning of your end step, if a creature died this turn, you may pay {1}{B}. If you do, create a 2/2 black Zombie creature token."
1,Loathsome Chimera,"Green",3,3afe6283-3642-4883-ac6e-83ae3280af9c,"Creature","Escape—{4}{G}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.) This creature escapes with a +1/+1 counter on it."
1,Looter il-Kor,"Blue",2,7083c77c-166f-4c6f-a2ca-dd1b877ff5f7,"Creature","Shadow (This creature can block or be blocked by only creatures with shadow.) Whenever this creature deals damage to an opponent, draw a card, then discard a card."
1,"Maja, Bretagard Protector","White,Green",5,b8832509-497d-4253-bbb1-92adfb69368f,"Creature","Other creatures you control get +1/+1. Landfall — Whenever a land you control enters, create a 1/1 white Human Warrior creature token."
1,Man-o'-War,"Blue",3,a1ef40d5-c287-4229-8059-3505d9f251ca,"Creature","When this creature enters, return target creature to its owner's hand."
1,Marionette Master,"Black",6,236c3425-17a2-404e-8630-8dbeb9c3981d,"Creature","Fabricate 3 (When this creature enters, put three +1/+1 counters on it or create three 1/1 colorless Servo artifact creature tokens.) Whenever an artifact you control is put into a graveyard from the battlefield, target opponent loses life equal to this creature's power."
1,Masked Vandal,"Green",2,d6f47fe1-36c6-4af9-a9eb-f2919e8e3446,"Creature","Changeling (This card is every creature type.) When this creature enters, you may exile a creature card from your graveyard. If you do, exile target artifact or enchantment an opponent controls."
1,Mayhem Patrol,"Red",2,50162cdd-ba30-48df-93ff-197c7f4a2913,"Creature","Menace (This creature can't be blocked except by two or more creatures.) Whenever this creature attacks, target creature gets +1/+0 until end of turn. Blitz {1}{R} (If you cast this spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)"
1,Merchant of the Vale // Haggle,"Red",3,449ea634-987d-4ba8-9bcf-947509b3ed40,"Creature,Instant","{2}{R}, Discard a card: Draw a card. // You may discard a card. If you do, draw a card. (Then exile this card. You may cast the creature later from exile.)"
1,Merfolk Looter,"Blue",2,6d740928-bf61-4420-a403-63097538b97d,"Creature","{T}: Draw a card, then discard a card."
1,Merfolk Skydiver,"Green,Blue",2,bb8fcaa7-3430-4de1-854a-77b7bef59864,"Creature","Flying When this creature enters, put a +1/+1 counter on target creature you control. {3}{G}{U}: Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)"
1,Metallic Mimic,"",2,1aa4eba9-9e91-4beb-9296-a18baa73a318,"Creature,Artifact","As this creature enters, choose a creature type. This creature is the chosen type in addition to its other types. Each other creature you control of the chosen type enters with an additional +1/+1 counter on it."
1,Militia Bugler,"White",3,5fe9413b-5702-4998-aed7-d3a1102a8d7e,"Creature","Vigilance (Attacking doesn't cause this creature to tap.) When this creature enters, look at the top four cards of your library. You may reveal a creature card with power 2 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order."
1,Ministrant of Obligation,"White",3,a37658ab-2dda-4412-9cc2-3b2df32c7581,"Creature","Afterlife 2 (When this creature dies, create two 1/1 white and black Spirit creature tokens with flying.)"
1,Mischievous Mystic,"Blue",2,20d89cec-528b-4b2a-87db-e11ce0000622,"Creature","Flying Whenever you draw your second card each turn, create a 1/1 blue Faerie creature token with flying."
1,Mogg War Marshal,"Red",2,a7f7f39c-94a0-4ccb-b658-23095ada4005,"Creature","Echo {1}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.) When this creature enters or dies, create a 1/1 red Goblin creature token."
1,Monastery Swiftspear,"Red",1,3c9899a8-f5b0-427f-ac87-09fc8afe0f23,"Creature","Haste Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)"
1,Moon-Circuit Hacker,"Blue",2,75c43923-7280-4ccb-810b-e8c38dd8a26f,"Creature,Enchantment","Ninjutsu {U} ({U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.) Whenever this creature deals combat damage to a player, you may draw a card. If you do, discard a card unless this creature entered this turn."
1,Mouse Trapper,"White",3,8ba1bc5a-03e7-44ec-893e-44042cbc02ef,"Creature","Flash Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, tap target creature an opponent controls."
1,Mulldrifter,"Blue",5,d7e282a2-d258-4c23-852c-6b0f10ae1962,"Creature","Flying When this creature enters, draw two cards. Evoke {2}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters.)"
1,Murmuring Mystic,"Blue",4,ba2c4793-4b40-4dc3-a119-a86852d19a0c,"Creature","Whenever you cast an instant or sorcery spell, create a 1/1 blue Bird Illusion creature token with flying."
1,Myr Retriever,"",2,b8972a7c-ff64-4158-8277-2bd90e8db48d,"Creature,Artifact","When this creature dies, return another target artifact card from your graveyard to your hand."
1,Myr Sire,"",2,11ba43d1-e879-40e0-b49c-e009deb7e3aa,"Creature,Artifact","When this creature dies, create a 1/1 colorless Phyrexian Myr artifact creature token."
1,Nessian Hornbeetle,"Green",2,3d4d93de-85c6-4653-8ddd-d8bf21516d44,"Creature","At the beginning of combat on your turn, if you control another creature with power 4 or greater, put a +1/+1 counter on this creature."
1,Nested Shambler,"Black",1,9851f290-f502-49f8-9b48-67f7966d4e34,"Creature","When this creature dies, create X tapped 1/1 green Squirrel creature tokens, where X is this creature's power."
1,Network Disruptor,"Blue",1,7f80cfb2-693c-4a84-ad41-9eeb2080d963,"Creature,Artifact","Flying When this creature enters, tap target permanent."
1,Ninja of the Deep Hours,"Blue",4,367a67c7-54db-4336-b55a-3fa27625172a,"Creature","Ninjutsu {1}{U} ({1}{U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.) Whenever this creature deals combat damage to a player, you may draw a card."
1,Noosegraf Mob,"Black",6,b8320434-70d6-48c6-a4cd-1cecc6a21ad4,"Creature","This creature enters with five +1/+1 counters on it. Whenever a player casts a spell, remove a +1/+1 counter from this creature. If you do, create a 2/2 black Zombie creature token."
1,"Noyan Dar, Roil Shaper","White,Blue",5,018a66fc-e7aa-42df-a622-50743cb20183,"Creature","Whenever you cast an instant or sorcery spell, you may put three +1/+1 counters on target land you control. If you do, that land becomes a 0/0 Elemental creature with haste that's still a land."
1,Odric's Outrider,"White",4,9016f837-cc19-43f1-adb9-96bdd3195407,"Creature","Whenever this creature or another creature you control dies, put a +1/+1 counter on target creature you control."
1,Pelt Collector,"Green",1,bee125cb-12b9-4f78-8e1d-6018d9c52275,"Creature","Whenever another creature you control enters or dies, if that creature's power is greater than this creature's, put a +1/+1 counter on this creature. As long as this creature has three or more +1/+1 counters on it, it has trample."
1,Perilous Myr,"",2,5a15c8ef-04ad-4aab-a7f1-c7a90c10eb50,"Creature,Artifact","When this creature dies, it deals 2 damage to any target."
1,Pestermite,"Blue",3,c961027c-b311-48f2-9fbc-3882ad6f0fe6,"Creature","Flash Flying When this creature enters, you may tap or untap target permanent."
1,Phalanx Leader,"White",2,96d22985-4354-4015-bd74-0ddf4f0cdf17,"Creature","Heroic — Whenever you cast a spell that targets this creature, put a +1/+1 counter on each creature you control."
1,Phyrexian Missionary,"White",2,7f22fcfa-a5f0-4fae-b578-cdfd7d46a4c8,"Creature","Kicker {1}{B} (You may pay an additional {1}{B} as you cast this spell.) Lifelink When this creature enters, if it was kicked, return target creature card from your graveyard to your hand."
1,Pilgrim's Eye,"",3,48bfc25b-f73c-431c-b173-adcd65c5d491,"Creature,Artifact","Flying When this creature enters, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle."
1,Placid Rottentail,"Green",1,7a87c5d2-3ebc-442b-8618-963cfc63855f,"Creature","Vigilance {2}{G}, Exile this card from your graveyard: Put two +1/+1 counters on target creature. Activate only as a sorcery."
1,Plague Belcher,"Black",3,26c3846a-b5a6-42ad-bcc0-96f2077b1b47,"Creature","Menace When this creature enters, put two -1/-1 counters on target creature you control. Whenever another Zombie you control dies, each opponent loses 1 life."
1,Plague Spitter,"Black",3,b9e666d8-ae55-4cd2-bc0c-b4c82bff1d6c,"Creature","At the beginning of your upkeep, this creature deals 1 damage to each creature and each player. When this creature dies, it deals 1 damage to each creature and each player."
1,Poison-Tip Archer,"Green,Black",4,b7e92375-037c-4be1-8183-6261e0666e12,"Creature","Reach (This creature can block creatures with flying.) Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.) Whenever another creature dies, each opponent loses 1 life."
1,Pollenbright Druid,"Green",2,e8215686-bf19-4090-87c1-dd4f691f2ae7,"Creature","When this creature enters, choose one — • Put a +1/+1 counter on target creature. • Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)"
1,Precinct Captain,"White",2,fef6faa4-520c-4823-bfdf-715cec7fcd4b,"Creature","First strike Whenever this creature deals combat damage to a player, create a 1/1 white Soldier creature token."
1,Priest of Forgotten Gods,"Black",2,0eb210a7-fecd-4523-8885-ad78b36a9dc2,"Creature","{T}, Sacrifice two other creatures: Any number of target players each lose 2 life and sacrifice a creature of their choice. You add {B}{B} and draw a card."
1,Pteramander,"Blue",1,0072bbbf-a695-47dd-9615-db2659f357db,"Creature","Flying {7}{U}: Adapt 4. This ability costs {1} less to activate for each instant and sorcery card in your graveyard. (If this creature has no +1/+1 counters on it, put four +1/+1 counters on it.)"
1,Rabbit Battery,"Red",1,5d33a5b7-797b-4079-8d62-edd124c0fb5a,"Creature,Artifact","Haste Equipped creature gets +1/+1 and has haste. Reconfigure {R} ({R}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)"
1,"Raff Capashen, Ship's Mage","White,Blue",4,c681e33b-3d60-4aaa-8186-51866d8b79d1,"Creature","Flash Flying You may cast historic spells as though they had flash. (Artifacts, legendaries, and Sagas are historic.)"
1,Ranging Raptors,"Green",3,08df7e63-65d6-4e42-8699-7510453d3100,"Creature","Enrage — Whenever this creature is dealt damage, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle."
1,Ravenous Squirrel,"Green,Black",1,fe425d81-833f-4ab9-b0e4-a1fa8ed26426,"Creature","Whenever you sacrifice an artifact or creature, put a +1/+1 counter on this creature. {1}{B}{G}, Sacrifice an artifact or creature: You gain 1 life and draw a card."
1,Reclamation Sage,"Green",3,1918ea65-ab7f-4d40-97fd-a656c892a2a1,"Creature","When this creature enters, you may destroy target artifact or enchantment."
1,Recruitment Officer,"White",1,584b96de-67ec-41e3-b8c3-3a90c5c657aa,"Creature","{3}{W}: Look at the top four cards of your library. You may reveal a creature card with mana value 3 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order."
1,Reflector Mage,"White,Blue",3,9473fe01-83f6-4432-ab01-f7953d2ca904,"Creature","When this creature enters, return target creature an opponent controls to its owner's hand. That creature's owner can't cast spells with the same name as that creature until your next turn."
1,Relentless Dead,"Black",2,2a0d7998-2f3d-43b8-a0be-6ff7e5c83223,"Creature","Menace (This creature can't be blocked except by two or more creatures.) When this creature dies, you may pay {B}. If you do, return it to its owner's hand. When this creature dies, you may pay {X}. If you do, return another target Zombie creature card with mana value X from your graveyard to the battlefield."
1,Resolute Reinforcements,"White",2,3e11ad33-b9d7-43ef-840a-61955683b599,"Creature","Flash (You may cast this spell any time you could cast an instant.) When this creature enters, create a 1/1 white Soldier creature token."
1,Rimrock Knight // Boulder Rush,"Red",2,dbcdb47f-f23b-4945-bc65-10e28502cc1c,"Creature,Instant","This creature can't block. // Target creature gets +2/+0 until end of turn. (Then exile this card. You may cast the creature later from exile.)"
1,River Hoopoe,"Green,Blue",2,2aff9aa6-bc5e-476d-9dd1-1318ed521b6f,"Creature","Flying {3}{G}{U}: You gain 2 life and draw a card."
1,Rix Maadi Reveler,"Red",2,c40396da-18e2-42ca-a78c-4838a38f68b8,"Creature","Spectacle {2}{B}{R} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.) When this creature enters, discard a card, then draw a card. If this creature's spectacle cost was paid, instead discard your hand, then draw three cards."
1,Saddled Rimestag,"Green",2,a0e8491f-9c51-41c0-994e-d3f0f5f6a411,"Creature","This creature gets +2/+2 as long as you had another creature enter the battlefield under your control this turn."
1,"Sai, Master Thopterist","Blue",3,2beffa94-862d-4cf1-9272-7fe0425a60e7,"Creature","Whenever you cast an artifact spell, create a 1/1 colorless Thopter artifact creature token with flying. {1}{U}, Sacrifice two artifacts: Draw a card."
1,Scorn-Blade Berserker,"Black",1,792e7386-4c2d-4fa9-b499-fa3681f2a50e,"Creature","Backup 1 (When this creature enters, put a +1/+1 counter on target creature. If that's another creature, it gains the following ability until end of turn.) {1}, Sacrifice this creature: Draw a card."
1,Scrap Trawler,"",3,38bc3e3d-f07b-4ee9-8bb6-060ac82f07eb,"Creature,Artifact","Whenever this creature dies or another artifact you control is put into a graveyard from the battlefield, return to your hand target artifact card in your graveyard with lesser mana value."
1,Scrapwork Mutt,"",2,4742800a-4872-4c2d-b884-01e0ba16950c,"Creature,Artifact","When this creature enters, you may discard a card. If you do, draw a card. Unearth {1}{R} ({1}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)"
1,Scurry Oak,"Green",3,0fb48c2e-ee0f-4fae-9c22-247870c10d5b,"Creature","Evolve (Whenever a creature you control enters, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.) Whenever one or more +1/+1 counters are put on this creature, you may create a 1/1 green Squirrel creature token."
1,Scuttling Sentinel,"Green,Blue",3,f3ef6061-9b3f-49cb-a09c-3567fca857d4,"Creature","Flash Vigilance When this creature enters, put a +1/+1 counter on another target creature you control. Until end of turn, that creature becomes a blue Crab in addition to its other types and gains hexproof. (It can't be the target of spells or abilities your opponents control.)"
1,Seasoned Hallowblade,"White",2,feb59931-8941-46fb-8e1c-f80ff3730dd9,"Creature","Discard a card: Tap this creature. It gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)"
1,Selfless Spirit,"White",2,975a2d50-4230-4f13-b54e-5e0d27c7261a,"Creature","Flying Sacrifice this creature: Creatures you control gain indestructible until end of turn."
1,"Shalai, Voice of Plenty","White",4,53876046-cdb8-4157-96cd-7832d3ad2549,"Creature","Flying You, planeswalkers you control, and other creatures you control have hexproof. {4}{G}{G}: Put a +1/+1 counter on each creature you control."
1,Shardless Agent,"Green,Blue",3,b0824e77-c84b-464a-aa0c-44af5f6faa50,"Creature,Artifact","Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)"
1,Shipwreck Dowser,"Blue",5,17625c3f-ed32-4475-8012-e64cbccc35b1,"Creature","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) When this creature enters, return target instant or sorcery card from your graveyard to your hand."
1,Silverfur Partisan,"Green",3,a20f5392-5cde-4326-a322-7463ec4b0515,"Creature","Trample Whenever a Wolf or Werewolf you control becomes the target of an instant or sorcery spell, create a 2/2 green Wolf creature token."
1,Simian Sling,"Red",1,37a00f95-d563-4d51-a5f2-af139261921a,"Creature,Artifact","Equipped creature gets +1/+1. Whenever this creature or equipped creature becomes blocked, it deals 1 damage to defending player. Reconfigure {2} ({2}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)"
1,Skinrender,"Black",4,ca107d96-0351-49a9-9f65-b055c1514d7b,"Creature","When this creature enters, put three -1/-1 counters on target creature."
1,"Slimefoot, the Stowaway","Green,Black",3,cb12173d-3afb-4e8b-b612-fa7737a8c6c2,"Creature","Whenever a Saproling you control dies, Slimefoot deals 1 damage to each opponent and you gain 1 life. {4}: Create a 1/1 green Saproling creature token."
1,Sling-Gang Lieutenant,"Black",4,b419c3d8-0ea5-4a78-a647-b7e16c7f7ec5,"Creature","When this creature enters, create two 1/1 red Goblin creature tokens. Sacrifice a Goblin: Target player loses 1 life and you gain 1 life."
1,Somberwald Stag,"Green",5,6dbe1270-7300-4408-a4c8-92157a8a076f,"Creature","When this creature enters, you may have it fight target creature you don't control."
1,Soul Diviner,"Black,Blue",2,7fb66ccd-a930-4757-832c-c4b0259741e2,"Creature","{T}, Remove a counter from an artifact, creature, land, or planeswalker you control: Draw a card."
1,Spark Reaper,"Black",3,bf6f8cfe-20b1-430a-8aa8-dcaebc94ca2a,"Creature","{3}, Sacrifice a creature or planeswalker: You gain 1 life and draw a card."
1,Sparring Construct,"",1,badc7db8-386e-4fb6-aefa-591e99747eb2,"Creature,Artifact","When this creature dies, put a +1/+1 counter on target creature you control."
1,Sphinx Summoner,"Black,Blue",5,ad955c4d-248b-4468-a975-abad97cf84a4,"Creature,Artifact","Flying When this creature enters, you may search your library for an artifact creature card, reveal it, put it into your hand. then shuffle."
1,Sprite Dragon,"Red,Blue",2,361385d8-d9c7-4de8-a5c8-683e682779f4,"Creature","Flying, haste Whenever you cast a noncreature spell, put a +1/+1 counter on this creature."
1,Steel Overseer,"",2,ca078f45-b4eb-4b5b-87cb-80b6c0ba5f31,"Creature,Artifact","{T}: Put a +1/+1 counter on each artifact creature you control."
1,Sunhome Stalwart,"White",2,e7996408-52e8-4d7a-89f7-104f52d113ef,"Creature","First strike (This creature deals combat damage before creatures without first strike.) Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)"
1,Swiftblade Vindicator,"White,Red",2,f94618ec-000c-4371-b925-05ff82bfe221,"Creature","Double strike (This creature deals both first-strike and regular combat damage.) Vigilance (Attacking doesn't cause this creature to tap.) Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)"
1,Sylvan Advocate,"Green",2,7f5ac7ee-52e0-4c30-83cd-d27c29c19dbc,"Creature","Vigilance As long as you control six or more lands, this creature and land creatures you control get +2/+2."
1,Syndicate Trafficker,"Black",2,d89427f0-08d5-49a1-9684-ebe8769430f6,"Creature","{1}, Sacrifice an artifact: Put a +1/+1 counter on this creature. It gains indestructible until end of turn."
1,"Syr Faren, the Hengehammer","Green",2,9a8b1fea-3c5d-43d2-b4d2-e8938f3f7b9c,"Creature","Whenever Syr Faren attacks, another target attacking creature gets +X/+X until end of turn, where X is Syr Faren's power."
1,Tempest Angler,"Red,Blue",3,850daae4-f0b7-4604-95e7-ad044ec165c3,"Creature","Whenever you cast a noncreature spell, put a +1/+1 counter on this creature."
1,Territorial Hammerskull,"White",3,af5a237a-31e7-43ee-8d47-3eb12dd1a60c,"Creature","Whenever this creature attacks, tap target creature an opponent controls."
1,Thopter Mechanic,"Blue",2,282e630c-5d4a-469b-9b51-1127616dda34,"Creature","Whenever you draw your second card each turn, put a +1/+1 counter on this creature. When this creature dies, create a 1/1 colorless Thopter artifact creature token with flying."
1,Thraben Inspector,"White",1,08a5007f-06a0-40fa-a252-c38baa6b5c6f,"Creature","When this creature enters, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")"
1,Thrashing Brontodon,"Green",3,1d7fe5a9-3fb2-4ceb-8cb1-b50f328afa99,"Creature","{1}, Sacrifice this creature: Destroy target artifact or enchantment."
1,Threadbind Clique // Rip the Seams,"Blue",4,dd6ed252-c262-4062-97ba-75c50d6b5579,"Creature,Instant","Flying // Destroy target tapped creature. (Then exile this card. You may cast the creature later from exile.)"
1,Thunderous Orator,"White",2,ef3b2961-559f-42b1-be13-ff3d03e62809,"Creature","Vigilance Whenever this creature attacks, it gains flying until end of turn if you control a creature with flying. The same is true for first strike, double strike, deathtouch, indestructible, lifelink, menace, and trample."
1,Tidehollow Sculler,"White,Black",2,09521f23-52d6-482d-9f3b-c4d12fcc08cc,"Creature,Artifact","When this creature enters, target opponent reveals their hand and you choose a nonland card from it. Exile that card. When this creature leaves the battlefield, return the exiled card to its owner's hand."
1,Tolarian Terror,"Blue",7,42f01cba-43d4-46ad-b7a5-d7631b0e1347,"Creature","This spell costs {1} less to cast for each instant and sorcery card in your graveyard. Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)"
1,Toshiro Umezawa,"Black",3,0e767e07-febd-4025-bf03-d4d816bc1d3d,"Creature","Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.) Whenever a creature an opponent controls dies, you may cast target instant card from your graveyard. If that spell would be put into a graveyard, exile it instead."
1,"Traxos, Scourge of Kroog","",4,8566e91a-5f2c-4854-aeb3-68b3c4344582,"Creature,Artifact","Trample Traxos enters tapped and doesn't untap during your untap step. Whenever you cast a historic spell, untap Traxos. (Artifacts, legendaries, and Sagas are historic.)"
1,Tribute Mage,"Blue",3,6c180888-6acd-401b-815a-6ed434482681,"Creature","When this creature enters, you may search your library for an artifact card with mana value 2, reveal that card, put it into your hand, then shuffle."
1,Trusted Pegasus,"White",3,4ef0fcc8-a7be-4239-9a63-92e0c647de35,"Creature","Flying (This creature can't be blocked except by creatures with flying or reach.) Whenever this creature attacks, target attacking creature without flying gains flying until end of turn."
1,Undergrowth Champion,"Green",3,b4aec56c-66cb-4522-a6f6-2847172ac538,"Creature","If damage would be dealt to this creature while it has a +1/+1 counter on it, prevent that damage and remove a +1/+1 counter from this creature. Landfall — Whenever a land you control enters, put a +1/+1 counter on this creature."
1,Urban Daggertooth,"Green",4,4ab83a39-d90d-403e-b74d-fe99c8b2aacd,"Creature","Vigilance Enrage — Whenever this creature is dealt damage, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)"
1,Vault Skirge,"Black",2,f254239c-c07a-4c41-98f7-8f4de539c73e,"Creature,Artifact","({B/P} can be paid with either {B} or 2 life.) Flying Lifelink (Damage dealt by this creature also causes you to gain that much life.)"
1,Vedalken Heretic,"Green,Blue",2,5ab2ba75-e52e-46f5-8a34-3fe1e07446fd,"Creature","Whenever this creature deals damage to an opponent, you may draw a card."
1,Viscera Seer,"Black",1,d0f3a502-064e-4700-a730-2e86f985bbc3,"Creature","Sacrifice a creature: Scry 1. (Look at the top card of your library. You may put that card on the bottom.)"
1,Voice of Resurgence,"White,Green",2,99d1e843-71c9-4a65-bc36-d23858ef5ead,"Creature","Whenever an opponent casts a spell during your turn and when this creature dies, create a green and white Elemental creature token with ""This token's power and toughness are each equal to the number of creatures you control."""
1,Voldaren Epicure,"Red",1,feda6bb3-ee22-489c-bcfd-52ef04841024,"Creature","When this creature enters, it deals 1 damage to each opponent. Create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this token: Draw a card."")"
1,Voyaging Satyr,"Green",2,180773da-dadc-414a-92c6-f4e13c753718,"Creature","{T}: Untap target land."
1,Waker of the Wilds,"Green",4,4124807b-15f9-46d7-8b0b-d4f1b3587d99,"Creature","{X}{G}{G}: Put X +1/+1 counters on target land you control. That land becomes a 0/0 Elemental creature with haste. It's still a land."
1,Weaponcraft Enthusiast,"Black",3,4f096976-20a0-419b-9249-1cf0cccd2eb5,"Creature","Fabricate 2 (When this creature enters, put two +1/+1 counters on it or create two 1/1 colorless Servo artifact creature tokens.)"
1,Whitemane Lion,"White",2,a358def9-65a0-4741-896c-b2a8c8947768,"Creature","Flash When this creature enters, return a creature you control to its owner's hand."
1,Winding Constrictor,"Green,Black",2,107c8aa8-c8f8-4cbf-821b-bd2cb33354f0,"Creature","If one or more counters would be put on an artifact or creature you control, that many plus one of each of those kinds of counters are put on that permanent instead. If you would get one or more counters, you get that many plus one of each of those kinds of counters instead."
1,Wingcrafter,"Blue",1,0b79a71b-568f-4700-9b1d-e7965159da0a,"Creature","Soulbond (You may pair this creature with another unpaired creature when either enters. They remain paired for as long as you control both of them.) As long as this creature is paired with another creature, both creatures have flying."
1,Woodland Champion,"Green",2,15a96cc9-ff9d-43dc-a2f3-cfacaf2cdf31,"Creature","Whenever one or more tokens you control enter, put that many +1/+1 counters on this creature."
1,Yavimaya Iconoclast,"Green",2,1b1af9be-7f5e-48e9-a6e7-9261e199812e,"Creature","Kicker {R} (You may pay an additional {R} as you cast this spell.) Trample When this creature enters, if it was kicked, it gets +1/+1 and gains haste until end of turn."
1,"Yeva, Nature's Herald","Green",4,67ff9ba3-cd2b-4970-b4da-22104b10a4a4,"Creature","Flash (You may cast this spell any time you could cast an instant.) You may cast green creature spells as though they had flash."
1,Young Pyromancer,"Red",2,8afb19df-b96a-4736-81ab-3561e2767d2d,"Creature","Whenever you cast an instant or sorcery spell, create a 1/1 red Elemental creature token."
1,Audacity,"Green",1,e51ed531-13bf-4c88-8a7c-e133038e65fb,"Enchantment","Enchant creature Enchanted creature gets +2/+0 and has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.) When this Aura is put into a graveyard from the battlefield, draw a card."
1,Bitter Chill,"Blue",2,888e3c71-e21d-4e77-b1b6-09769f9cd3d6,"Enchantment","Enchant creature When this Aura enters, tap enchanted creature. Enchanted creature doesn't untap during its controller's untap step. When this Aura is put into a graveyard from the battlefield, you may pay {1}. If you do, scry 1, then draw a card."
1,Bubble Snare,"Blue",1,1bfba7a0-d5ca-4197-9e58-21f28345f1a6,"Enchantment","Kicker {2}{U} (You may pay an additional {2}{U} as you cast this spell.) Enchant creature When this Aura enters, if it was kicked, tap enchanted creature. Enchanted creature doesn't untap during its controller's untap step."
1,Captured by Lagacs,"White,Green",3,7ce1c2a8-688b-4f63-8d58-e325efc6052a,"Enchantment","Enchant creature Enchanted creature can't attack or block. When this Aura enters, support 2. (Put a +1/+1 counter on each of up to two target creatures.)"
1,Cooped Up,"White",2,8acb8758-09c5-4e19-ada1-904e36ece1fc,"Enchantment","Enchant creature Enchanted creature can't attack or block. {2}{W}: Exile enchanted creature."
1,Curiosity,"Blue",1,4b47cada-7f7d-4da9-a1a9-886fcde8f5d4,"Enchantment","Enchant creature Whenever enchanted creature deals damage to an opponent, you may draw a card."
1,Curious Inquiry,"Blue",1,5a3603c6-92df-45c7-b402-1f0a552ea398,"Enchantment","Enchant creature Enchanted creature gets +1/+1 and has ""Whenever this creature deals combat damage to a player, investigate."" (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")"
1,Curious Obsession,"Blue",1,04cf3030-dc92-45ab-9c26-f2e6aef67e56,"Enchantment","Enchant creature Enchanted creature gets +1/+1 and has ""Whenever this creature deals combat damage to a player, you may draw a card."" At the beginning of your end step, if you didn't attack with a creature this turn, sacrifice this Aura."
1,Dead Weight,"Black",1,82e6b971-3f5b-47e7-8209-98d72ee781fc,"Enchantment","Enchant creature Enchanted creature gets -2/-2."
1,Fires of Yavimaya,"Green,Red",3,82538d1b-7477-4d65-8aa2-e2b4ffec8d65,"Enchantment","Creatures you control have haste. Sacrifice this enchantment: Target creature gets +2/+2 until end of turn."
1,Future Sight,"Blue",5,0856f657-6664-4e33-8615-e005cb211baf,"Enchantment","Play with the top card of your library revealed. You may play lands and cast spells from the top of your library."
